age,education,balance,duration,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,housing_yes,loan_yes,target_yes
36,3,553,106,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
52,2,1117,365,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
32,3,396,205,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
32,3,2204,11,4,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
34,3,872,105,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
55,1,145,59,3,5,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
26,1,0,425,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
32,1,-849,204,1,-1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
45,1,844,1018,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
37,2,228,1740,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
38,2,50,98,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
34,3,1539,441,1,56,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
53,2,2231,272,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
48,2,3064,159,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
57,2,82,140,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
33,3,2155,295,1,-1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
36,2,101,314,1,-1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
54,2,784,579,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
41,1,-516,554,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
63,2,415,323,1,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
48,3,5887,227,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
48,2,1355,134,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
56,2,16873,223,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
51,2,203,134,1,170,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
31,2,338,155,1,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
29,2,444,130,4,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
41,2,0,630,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
32,3,360,164,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
37,3,0,268,2,182,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
42,3,2,380,1,-1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
31,3,6248,154,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
41,3,412,154,5,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
56,2,344,221,1,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
54,3,3222,67,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
41,2,174,367,2,297,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
40,2,591,87,6,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
50,1,388,701,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,2,219,204,2,196,1,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
27,2,451,652,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
60,1,5,63,2,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
28,2,177,150,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
52,2,657,398,2,460,2,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
37,3,1315,224,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
51,1,1466,406,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
41,2,879,60,4,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
35,1,293,521,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
38,2,424,279,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
34,2,1831,203,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
39,1,111,201,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34,1,455,372,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
27,2,-195,391,1,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True
32,3,3616,165,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
57,2,14093,231,5,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
41,3,1567,291,2,-1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
41,3,5426,149,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
30,3,261,233,1,137,20,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36,2,2843,473,1,182,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,1,406,736,1,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
36,2,0,337,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
38,3,493,553,1,367,7,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
49,2,5996,345,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
57,1,3777,65,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
34,2,524,9,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
32,3,574,259,2,145,3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
37,2,427,371,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
33,3,483,280,2,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
56,1,3391,243,1,-1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
27,1,0,435,3,-1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
21,2,2488,258,6,169,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
58,3,1517,7,5,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
32,2,217,317,5,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
33,2,22,76,2,207,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
25,2,331,170,4,-1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
25,2,505,386,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True
30,2,1808,83,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
22,2,4111,65,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
39,1,52,69,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46,3,25,564,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
31,2,1890,588,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
45,1,419,113,4,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
32,2,2693,16,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
36,2,-231,779,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
51,3,-55,281,2,266,6,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
34,3,462,1877,3,-1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
24,2,119,51,1,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
45,2,586,32,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
32,2,228,176,1,288,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
77,3,4659,161,1,-1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
41,1,168,187,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
37,1,0,24,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
27,2,769,317,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
33,3,0,236,10,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
29,2,428,54,1,345,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
34,3,0,71,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
52,3,-970,489,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
32,3,948,204,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
32,3,0,455,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
31,3,874,190,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
42,2,323,280,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
35,3,106,588,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
56,1,1906,45,9,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
48,2,1152,168,5,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
46,2,179,194,4,436,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
36,3,442,102,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
45,1,-249,92,1,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
55,2,8104,213,2,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39,2,501,289,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
35,2,308,77,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
55,2,602,324,3,90,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
55,2,273,84,3,183,3,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
27,2,50,168,1,-1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
34,2,1641,380,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
34,3,20,10,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
25,2,4590,199,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41,2,-256,35,3,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
43,2,978,82,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
28,3,80,676,2,146,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
31,2,2104,455,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
78,2,499,80,4,-1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
45,2,1269,549,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
48,3,310,135,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
32,2,1143,412,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
42,2,2980,101,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
37,3,37,253,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
40,2,462,272,1,335,4,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
32,2,1031,84,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
42,3,9009,135,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
43,2,-465,166,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
44,2,5181,18,7,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
37,2,176,147,2,347,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
37,3,0,65,2,119,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
28,3,172,194,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
32,2,0,333,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
34,2,6979,14,5,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
40,2,6,140,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,2,-62,109,3,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
34,3,1972,61,2,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
34,3,899,377,3,7,4,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
37,2,21,96,1,271,2,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
36,2,23,152,2,347,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
56,2,-1206,382,2,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
49,1,0,97,6,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
33,2,215,543,12,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
30,3,1372,240,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
36,2,1981,48,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
23,2,9216,471,2,-1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
57,2,39,354,3,-1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
27,2,5563,435,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
38,2,1,152,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
42,3,782,285,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
75,2,3771,185,1,181,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
34,3,992,301,1,88,2,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
48,2,1526,273,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
35,3,2658,768,2,141,3,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
39,3,1315,1337,4,126,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
29,3,455,403,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
45,3,0,139,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
42,2,2030,196,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
29,2,1599,115,1,61,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
38,2,-196,60,1,271,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
56,2,1333,17,14,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
36,2,9149,141,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
25,2,-350,95,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
38,3,432,10,2,373,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
57,2,11494,198,1,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
31,3,-253,220,4,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
42,3,372,654,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
45,2,1410,71,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
30,2,975,256,2,351,2,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
49,1,305,834,10,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
49,2,400,151,3,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
53,3,-22,20,3,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
37,2,4030,178,5,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
49,1,365,59,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
41,1,204,111,7,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
54,1,1691,186,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
32,2,406,227,1,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
33,2,-204,297,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
33,2,359,210,1,242,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
36,1,123,9,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
35,3,0,112,1,62,6,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
52,2,142,112,6,-1,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
40,3,3571,222,3,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
44,2,33,195,3,351,10,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
45,2,0,768,2,91,5,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
30,2,3096,123,1,-1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
48,2,20,145,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
33,2,3576,124,1,308,2,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
57,1,7082,69,3,-1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
51,3,1634,168,4,-1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
34,2,1,483,7,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
50,3,4012,690,3,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
44,3,3762,125,12,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
27,2,-247,344,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
50,2,606,673,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
36,3,0,60,1,250,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
42,2,-189,247,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
32,2,0,123,2,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
42,3,484,144,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
43,2,0,9,2,172,5,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
31,3,395,155,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
32,3,2349,134,5,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
55,1,410,221,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
58,1,3401,84,3,265,2,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
46,1,222,71,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
55,2,989,246,4,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
34,3,415,361,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
28,2,16,119,4,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
42,3,7190,375,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
29,2,482,1097,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
54,2,209,97,1,-1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
32,2,0,181,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
39,3,5803,83,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
53,3,624,180,4,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
58,3,883,543,1,78,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
40,2,1516,373,1,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
29,2,872,230,1,-1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
33,3,-988,83,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
38,2,902,58,13,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
56,2,1007,88,6,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40,2,0,297,1,28,3,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
24,2,174,487,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
46,2,12186,29,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
35,2,524,484,4,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
35,3,0,262,4,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
34,2,4,644,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
35,3,11219,699,2,79,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
38,3,0,247,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
50,1,5776,49,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
51,1,37,341,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
59,3,593,64,2,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
32,2,1148,121,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
37,2,3561,98,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
42,2,63,88,6,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,2,260,197,6,-1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
28,3,2269,331,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
47,2,1060,83,3,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
27,2,-220,138,2,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
41,3,49,312,5,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
34,3,69,120,3,1,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
50,1,4108,526,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
47,2,480,211,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
53,2,4994,62,6,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
53,2,0,135,5,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
47,3,3681,101,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
29,3,451,451,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
45,1,-311,1030,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
38,2,593,1484,24,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True
32,2,759,317,5,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
70,1,4531,445,1,-1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
65,1,1840,383,2,188,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
56,2,345,605,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
